id,section,word,correctAnswer,wrong1,wrong2,wrong3,points,explanation
149,101-150,けはひ,様子。雰囲気,気がかりだ。知りたい,難しい。めったにない,ぼんやり見える,1,古文単語の意味を選ぶ問題
150,101-150,ことごとし,大げさだ,趣がある。おもしろい,不快だ。気味が悪い,騒がしい。乱雑だ,1,古文単語の意味を選ぶ問題
151,151-200,こまやかなり,こまごましている。情が深い,大声で騒ぐ。評判になる,指図する。取り計らう,気の毒だ,1,古文単語の意味を選ぶ問題
152,151-200,さかし,賢い。しっかりしている,物足りない。寂しい,頼りない。ちょっとした,高貴だ。並々でない,1,古文単語の意味を選ぶ問題
153,151-200,さすらふ,さまよう,さっぱりしている,けなす,退出する。参る,1,古文単語の意味を選ぶ問題
154,151-200,さはれ,どうにでもなれ,不吉だ。縁起が悪い,少しも,病気がよくなる。怠る,1,古文単語の意味を選ぶ問題
155,151-200,しどけなし,だらしない,どうしようもない,身近だ,病気になる。苦しむ,1,古文単語の意味を選ぶ問題
156,151-200,しめやかなり,しんみりしている,手引き。案内人,訪問する。弔問する,かわいい。いとしい,1,古文単語の意味を選ぶ問題
157,151-200,すきずきし,風流好みだ。好色だ,珍しい,どうして。どのように,考える。だます,1,古文単語の意味を選ぶ問題
158,151-200,すなはち,すぐに。そのまま,極める,平然としている。冷淡だ,ある。行く。する,1,古文単語の意味を選ぶ問題
159,151-200,たけし,勢いが強い。優れている,涙で目の前が暗くなる,目立たない姿にする,目を覚ます。気づく,1,古文単語の意味を選ぶ問題
160,151-200,たづぬ,探し求める。質問する,気がかりだ。不安だ,無礼だ,薄情だ。恨めしい,1,古文単語の意味を選ぶ問題
161,151-200,つれづれなり,退屈だ。もの寂しい,すぐに。突然,大げさだ,自分の心からする,1,古文単語の意味を選ぶ問題
162,151-200,とみに,すぐに。急に,準備する,つまらない。どうにもならない,朝から晩まで。いつも,1,古文単語の意味を選ぶ問題
163,151-200,なべて,一般に。すべて,静かに。そっと,言ってもしかたがない。取るに足りない,風流好みだ。好色だ,1,古文単語の意味を選ぶ問題
164,151-200,なやむ,病気になる。苦しむ,似合う。ふさわしい,気がかりだ。不安だ,そのまま。すべて,1,古文単語の意味を選ぶ問題
165,151-200,ねたし,くやしい。憎らしい,頼りなさそうだ,親しみやすい。心ひかれる,恐れ多い。すばらしい,1,古文単語の意味を選ぶ問題
166,151-200,はべり,お仕えする。あります,準備する,続く,格別だ。はるかに違う,1,古文単語の意味を選ぶ問題
167,151-200,ひま,すき間。機会,気が早い。激しい,世話。養育,効き目。はっきりしている,1,古文単語の意味を選ぶ問題
168,151-200,ふるさと,旧都。なじみの土地,都合が悪い。かわいそうだ,やかましい,身近だ,1,古文単語の意味を選ぶ問題
169,151-200,まかづ,退出する,じっと見つめる,不格好だ。未熟だ,別れの挨拶をする,1,古文単語の意味を選ぶ問題
170,151-200,まどふ,迷う。ひどく慌てる,めったにない。すばらしい,普通でない。異様だ,物足りない。寂しい,1,古文単語の意味を選ぶ問題
171,151-200,みやび,風流。上品,たくさん。非常に,中途半端,しみじみとした情趣,1,古文単語の意味を選ぶ問題
172,151-200,むつかし,不快だ。気味が悪い,病気がよくなる。怠る,自分の心からする,しんみりしている,1,古文単語の意味を選ぶ問題
173,151-200,ものぐるほし,なんとなく気が変になりそうだ,つまらない。関係がない,すべて。万事,身なりを整える,1,古文単語の意味を選ぶ問題
174,151-200,やをら,静かに。そっと,しんみりしている,不快だ。気味が悪い,優美だ。若々しい,1,古文単語の意味を選ぶ問題
175,151-200,ゆくりなし,突然だ。思いがけない,お与えになる。補助動詞の尊敬,厳かだ。立派だ,将来。末端,1,古文単語の意味を選ぶ問題
176,151-200,よろづ,すべて。万事,早い。鋭い,面倒だ。厄介だ,涙で目の前が暗くなる,1,古文単語の意味を選ぶ問題
177,151-200,わざと,正式に。特に,いい加減だ。並ひととおりだ,お仕えする。あります,幼い,1,古文単語の意味を選ぶ問題
178,151-200,わりなし,道理に合わない。つらい,似合う。ふさわしい,様子。雰囲気,世話。養育,1,古文単語の意味を選ぶ問題
179,151-200,あえかし,弱々しい。繊細だ,風情。理由。手段,さまよう,退出する。参る,1,古文単語の意味を選ぶ問題
180,151-200,あからめ,よそ見,無礼だ,暗い所がない。行き届いている,浮気っぽくふるまう,1,古文単語の意味を選ぶ問題
181,151-200,あだめく,浮気っぽくふるまう,気がかりだ。不安だ,いやもう。さあ,突然だ。思いがけない,1,古文単語の意味を選ぶ問題
182,151-200,あぢきなし,つまらない。どうにもならない,したいものだ,よそ見,亡くなる。隠れる,1,古文単語の意味を選ぶ問題
183,151-200,あやめ,道理。区別,平然としている。冷淡だ,じっと見つめる,熱心だ。親密だ,1,古文単語の意味を選ぶ問題
184,151-200,あるじす,客をもてなす,褒美を与える。かぶる,気がかりだ。不安だ,評判。寵愛,1,古文単語の意味を選ぶ問題
185,151-200,いちはやし,気が早い。激しい,先ほどの,いらっしゃる,以前の。かつての,1,古文単語の意味を選ぶ問題
186,151-200,いとま,暇。別れ,わざわざ,道理に合わない。つらい,参上する。参詣する,1,古文単語の意味を選ぶ問題
187,151-200,うちつづく,続く,いっぱいだ。窮屈だ,奥ゆかしい。心ひかれる,申し上げる。聞こえる,1,古文単語の意味を選ぶ問題
188,151-200,うらなし,隠し立てしない,準備する。設ける,優美に見える,どうしようもない,1,古文単語の意味を選ぶ問題
189,151-200,えうなし,必要がない,続く,旧都。なじみの土地,無礼だ,1,古文単語の意味を選ぶ問題
190,151-200,おきて,取り決め。処置,かわいらしさ,参上する。参詣する,きちんとしている。美しい,1,古文単語の意味を選ぶ問題
191,151-200,おどろおどろし,大げさだ。恐ろしい,突然だ。軽率だ,優美だ。殊勝だ,浮気っぽくふるまう,1,古文単語の意味を選ぶ問題
192,151-200,かいまみる,のぞき見る,けなす,評判。寵愛,限度。最後,1,古文単語の意味を選ぶ問題
193,151-200,かくる,亡くなる。隠れる,面倒だ。厄介だ,きちんとしている。美しい,そうはいってもやはり,1,古文単語の意味を選ぶ問題
194,151-200,かしづく,大切に育てる。世話をする,結婚する。男女が会う,すぐに。突然,退出する,1,古文単語の意味を選ぶ問題
195,151-200,かたみに,互いに,以前の。かつての,親しく話す。説得する,病気になる。苦しむ,1,古文単語の意味を選ぶ問題
196,151-200,かづけもの,褒美として与える物,以前の。かつての,こうして。このままで,つらい。寂しい,1,古文単語の意味を選ぶ問題
197,151-200,きよげなり,美しい様子だ,騒がしい。乱雑だ,けなす,薄情だ。恨めしい,1,古文単語の意味を選ぶ問題
198,151-200,くちをし,残念だ。つまらない,足手まとい,動き回る。出歩く,寝坊である。眠り込んでいる,1,古文単語の意味を選ぶ問題
199,151-200,けざやかなり,はっきりしている,満足しない。物足りない,待ち遠しい。不安だ,我慢する。隠す。懐かしむ,1,古文単語の意味を選ぶ問題
200,151-200,こころばへ,性格。心遣い,似合う。ふさわしい,頼りなさそうだ,気味が悪い,1,古文単語の意味を選ぶ問題
201,201-250,ことなし,無事だ。何でもない,おおげさだ。うるさい,朝から晩まで。いつも,一面に広がる,1,古文単語の意味を選ぶ問題
202,201-250,さうなし,比べるものがない,必ず。ぜひとも,平凡だ。いい加減だ,めったにない。すばらしい,1,古文単語の意味を選ぶ問題
203,201-250,さだめて,きっと。必ず,まぶしい。きまりが悪い,しだいに,きちんとしている。美しい,1,古文単語の意味を選ぶ問題
204,201-250,しほたる,涙に濡れる,ひたすらだ。強引だ,物足りない。寂しい,風情。理由。手段,1,古文単語の意味を選ぶ問題
205,201-250,すべなし,どうしようもない,不吉だ。縁起が悪い,無礼だ,何とも言えないほどすばらしい,1,古文単語の意味を選ぶ問題
206,201-250,そらごと,うそ,さあ,厳かだ。立派だ,高貴だ。上品だ,1,古文単語の意味を選ぶ問題
207,201-250,たぐひ,仲間。例,強引だ。ひたむきだ,世話。養育,亡くなる。隠れる,1,古文単語の意味を選ぶ問題
208,201-250,たゆむ,気がゆるむ,正式に。特に,世話。養育,優美だ。若々しい,1,古文単語の意味を選ぶ問題
209,201-250,つれなし,平然としている。冷淡だ,一般に。すべて,どうして。どのように,そのまま。すぐに,1,古文単語の意味を選ぶ問題
210,201-250,とざまかうざま,あれこれと,たいそう。甚だしい,面倒だ。厄介だ,気の毒だ。かわいい,1,古文単語の意味を選ぶ問題
211,201-250,なからむ,半分ほど,気の毒だ,将来。末端,熱心だ。親密だ,1,古文単語の意味を選ぶ問題
212,201-250,ながむ,物思いに沈む。口ずさむ,珍しい,優美に見える,必ず。ぜひとも,1,古文単語の意味を選ぶ問題
213,201-250,なまめく,優美に見える,美しく照り映える,将来。末端,足手まとい,1,古文単語の意味を選ぶ問題
214,201-250,ねたげなり,くやしそうだ,目を覚まさせる。気づかせる,厳かだ。立派だ,別れの挨拶をする,1,古文単語の意味を選ぶ問題
215,201-250,はかる,考える。だます,必ず。ぜひとも,仲間。例,どのよう。きっと,1,古文単語の意味を選ぶ問題
216,201-250,はした,中途半端,無礼だ,待ち遠しい。不安だ,頼りなさそうだ,1,古文単語の意味を選ぶ問題
217,201-250,ひがひがし,正しくない。ひねくれている,面目をほどこすこと,あれこれと,まじめだ。実用的だ,1,古文単語の意味を選ぶ問題
218,201-250,ひとやりならず,自分の心からする,目を覚まさせる。気づかせる,美しく照り映える,格別だ。はるかに違う,1,古文単語の意味を選ぶ問題
219,201-250,ふと,すぐに。突然,難しい。めったにない,評判。寵愛,動き回る。出歩く,1,古文単語の意味を選ぶ問題
220,201-250,ほのかなり,かすかだ,いやだ。不快だ,寝坊である。眠り込んでいる,早朝。翌朝,1,古文単語の意味を選ぶ問題
221,201-250,まさなし,よくない。みっともない,一日中,明らかにする,そのまま。すべて,1,古文単語の意味を選ぶ問題
222,201-250,まばゆし,まぶしい。きまりが悪い,実直だ。実用的だ,様子。機嫌,愛情。意向,1,古文単語の意味を選ぶ問題
223,201-250,むくつけし,気味が悪い,優美だ。殊勝だ,平然としている。冷淡だ,不吉だ。たいそうすばらしい,1,古文単語の意味を選ぶ問題
224,201-250,ものあはれ,しみじみとした情趣,目を覚ます。気づく,頼りなさそうだ,厳かだ。立派だ,1,古文単語の意味を選ぶ問題
225,201-250,やうやう,しだいに,平然としている。冷淡だ,訪問する。弔問する,先ほどの,1,古文単語の意味を選ぶ問題
226,201-250,よに,まったく。実に,浮気っぽくふるまう,あれこれと,きっと。必ず,1,古文単語の意味を選ぶ問題
227,201-250,らうがはし,騒がしい。乱雑だ,ひそかだ,効き目。はっきりしている,比べるものがない,1,古文単語の意味を選ぶ問題
228,201-250,わづらはし,面倒だ。厄介だ,趣がある。おもしろい,さっぱりしている,しっかりしている,1,古文単語の意味を選ぶ問題
229,201-250,あけくれ,朝から晩まで。いつも,将来。末端,かすかだ,めったにない。すばらしい,1,古文単語の意味を選ぶ問題
230,201-250,あさましくなる,死ぬ,仲間。例,はっきりしている,すぐに。突然,1,古文単語の意味を選ぶ問題
231,201-250,あてやかなり,上品で優美だ,正しくない。ひねくれている,見える。結婚する,空虚だ。死んでいる,1,古文単語の意味を選ぶ問題
232,201-250,あまた,たくさん,しだいに,気が早い。激しい,勢いが強い。優れている,1,古文単語の意味を選ぶ問題
233,201-250,ありつる,先ほどの,治める。知る,だらしない,幼い,1,古文単語の意味を選ぶ問題
234,201-250,いかめし,厳かだ。立派だ,どうしてか,平然としている。冷淡だ,面目をほどこすこと,1,古文単語の意味を選ぶ問題
235,201-250,いそぐ,準備する,都合が悪い。かわいそうだ,待ち遠しい。不安だ,どうしようもない,1,古文単語の意味を選ぶ問題
236,201-250,いでや,いやもう。さあ,都合が悪い。気の毒だ,客をもてなす,本当に。なるほど,1,古文単語の意味を選ぶ問題
237,201-250,うたがふ,疑う,おろそかだ,そうはいってもやはり,しだいに,1,古文単語の意味を選ぶ問題
238,201-250,うつろふ,色あせる。移り変わる,しみじみとした情趣,将来。末端,よくない。みっともない,1,古文単語の意味を選ぶ問題
239,201-250,おどろかす,目を覚まさせる。気づかせる,失敗。過ち,結婚する。男女が会う,死ぬ,1,古文単語の意味を選ぶ問題
240,201-250,おぼしめす,お思いになる,目を覚まさせる。気づかせる,薄情だ。恨めしい,病気がよくなる。怠る,1,古文単語の意味を選ぶ問題
241,201-250,かぎり,限度。最後,比べるものがない,正しくない。ひねくれている,しだいに,1,古文単語の意味を選ぶ問題
242,201-250,かしづき,世話。養育,長年。数年来,つらい。寂しい,まったく。実に,1,古文単語の意味を選ぶ問題
243,201-250,かねて,前もって,だらしない,気の毒だ。かわいい,迷う。ひどく慌てる,1,古文単語の意味を選ぶ問題
244,201-250,かまびすし,やかましい,しだいに,意地が悪い。口が悪い,面倒だ。厄介だ,1,古文単語の意味を選ぶ問題
245,201-250,きはやかなり,際立っている,道理に合わない。つらい,実直だ。実用的だ,退出する。参る,1,古文単語の意味を選ぶ問題
246,201-250,くまなし,暗い所がない。行き届いている,騒がしい。乱雑だ,顔立ち,たくさん。非常に,1,古文単語の意味を選ぶ問題
247,201-250,け近し,身近だ,かすかだ,ほんのちょっとの間である,目を覚まさせる。気づかせる,1,古文単語の意味を選ぶ問題
248,201-250,こころぐるし,気の毒だ,年をとる。成長する,すぐに。そのまま,客をもてなす,1,古文単語の意味を選ぶ問題
249,201-250,こちたし,おおげさだ。うるさい,空虚だ。死んでいる,気がかりだ。知りたい,よこす。送ってくる,1,古文単語の意味を選ぶ問題
250,201-250,さかしら,利口ぶること,かわいい。いとしい,くやしそうだ,つらい。情けない,1,古文単語の意味を選ぶ問題
251,251-300,さながら,そのまま。すべて,美しい様子だ,気がゆるむ,半分ほど,1,古文単語の意味を選ぶ問題
252,251-300,しるし,効き目。はっきりしている,むだだ。何もない,一般に。すべて,我慢する。隠す。懐かしむ,1,古文単語の意味を選ぶ問題
253,251-300,すごし,ぞっとするほど寂しい,高貴だ。並々でない,迷う。ひどく慌てる,無礼だ,1,古文単語の意味を選ぶ問題
254,251-300,すずし,さっぱりしている,限度。最後,すべて。万事,お思いになる,1,古文単語の意味を選ぶ問題
255,251-300,たまさかなり,まれだ。偶然だ,気に入らない。立派だ,わざわざ,あてにする。頼みに思わせる,1,古文単語の意味を選ぶ問題
256,251-300,つらし,薄情だ。恨めしい,一般に。すべて,別れの挨拶をする,ほとんど。めったに,1,古文単語の意味を選ぶ問題
257,251-300,とし,早い。鋭い,わざわざ,隠し立てしない,いやだ。不快だ,1,古文単語の意味を選ぶ問題
258,251-300,なつく,慣れ親しむ,風情。理由。手段,手段。よりどころ,どうしようもない,1,古文単語の意味を選ぶ問題
259,251-300,なほざりなり,おろそかだ,中途半端だ。きまりが悪い,容易だ。安心だ,興ざめだ。殺風景だ,1,古文単語の意味を選ぶ問題
260,251-300,にくし,気に入らない。立派だ,さあいらっしゃい,ほとんど。めったに,じっと見つめる,1,古文単語の意味を選ぶ問題
261,251-300,はかなしげなり,頼りなさそうだ,いらっしゃる,そのまま。すべて,勢いが強い。優れている,1,古文単語の意味を選ぶ問題
262,251-300,ひたぶるなり,ひたすらだ。強引だ,顔立ち,かわいい。いとしい,考える。だます,1,古文単語の意味を選ぶ問題
263,251-300,ふつつかなり,不格好だ。未熟だ,普通でない。異様だ,大人びている。思慮分別がある,つらい。情けない,1,古文単語の意味を選ぶ問題
264,251-300,まめまめし,まじめだ。実用的だ,たいそう。甚だしい,ぼんやり見える,まったく。決して,1,古文単語の意味を選ぶ問題
265,251-300,みめ,顔立ち,しみじみと心に深く感じられる,じっと見つめる,取り決め。処置,1,古文単語の意味を選ぶ問題
266,251-300,むべ,なるほど,うそ,都合が悪い。かわいそうだ,優美に見える,1,古文単語の意味を選ぶ問題
267,251-300,もてなす,取り扱う。もてはやす,正式に。特に,正しくない。ひねくれている,しっかりしている,1,古文単語の意味を選ぶ問題
268,251-300,やむごとなし,高貴だ。並々でない,趣がある。おもしろい,以前の。かつての,目立たない姿にする,1,古文単語の意味を選ぶ問題
269,251-300,ゆゑ,理由。由緒,格別だ。はるかに違う,趣がある。すばらしい,まったく。決して,1,古文単語の意味を選ぶ問題
270,251-300,よすが,頼りとするもの,うそ,早く。いつの間にか,必要がない,1,古文単語の意味を選ぶ問題
271,251-300,わざ,行為。法事,実直だ。実用的だ,ますます,先ほどの,1,古文単語の意味を選ぶ問題
272,251-300,をさをさ,ほとんど。めったに,このように,つまらない。関係がない,しっかりしている,1,古文単語の意味を選ぶ問題
273,251-300,あいぎゃう,かわいらしさ,気がかりだ。不安だ,かわいい。いとしい,限度。最後,1,古文単語の意味を選ぶ問題
274,251-300,あやまち,失敗。過ち,続く,申し上げる。聞こえる,色あせる。移り変わる,1,古文単語の意味を選ぶ問題
275,251-300,いかさま,どのよう。きっと,風流。上品,無事だ。何でもない,正式に。特に,1,古文単語の意味を選ぶ問題
276,251-300,いとまうし,別れの挨拶をする,風情。理由。手段,まじめだ。実用的だ,よこす。送ってくる,1,古文単語の意味を選ぶ問題
277,251-300,うつぶす,顔を下に向ける,たいそう。非常に,月末,弱々しい。繊細だ,1,古文単語の意味を選ぶ問題
278,251-300,おはす,いらっしゃる,見たい。聞きたい。知りたい,月末,こうして。このままで,1,古文単語の意味を選ぶ問題
279,251-300,かきくらす,涙で目の前が暗くなる,普通でない。異様だ,熱心だ。親密だ,顔立ち,1,古文単語の意味を選ぶ問題
280,251-300,かすむ,ぼんやり見える,優美に見える,幼い,別れの挨拶をする,1,古文単語の意味を選ぶ問題
281,251-300,かたらふ,親しく話す。説得する,厳かだ。立派だ,褒美として与える物,一般に。すべて,1,古文単語の意味を選ぶ問題
282,251-300,きはむ,極める,準備する。設ける,不吉だ。たいそうすばらしい,きちんとしている。美しい,1,古文単語の意味を選ぶ問題
283,251-300,くたす,けなす,ひそかだ,しみじみとした情趣,自分の心からする,1,古文単語の意味を選ぶ問題
284,251-300,けに,いっそう,平凡だ。いい加減だ,指図する。取り計らう,寵愛を受ける。栄える,1,古文単語の意味を選ぶ問題
285,251-300,こころざし,愛情。意向,高貴だ。上品だ,ひどい。まったくである,しみじみと心に深く感じられる,1,古文単語の意味を選ぶ問題
286,251-300,ことさらに,わざわざ,どうしてか,どのよう。きっと,待ち遠しい。不安だ,1,古文単語の意味を選ぶ問題
287,251-300,さだむ,決める。治める,涙に濡れる,どうにでもなれ,準備する。設ける,1,古文単語の意味を選ぶ問題
288,251-300,しるべ,手引き。案内人,不吉だ。たいそうすばらしい,すばらしい。立派だ,大人びている。思慮分別がある,1,古文単語の意味を選ぶ問題
289,251-300,すゑ,将来。末端,めったにない。すばらしい,指図する。取り計らう,ひたすらだ。強引だ,1,古文単語の意味を選ぶ問題
290,251-300,たふ,耐える,迷う。ひどく慌てる,物思いに沈む。口ずさむ,なるほど,1,古文単語の意味を選ぶ問題
291,251-300,ついで,順序。機会,顔を下に向ける,興ざめだ。殺風景だ,ひそかだ,1,古文単語の意味を選ぶ問題
292,251-300,とぶらふ,訪問する。弔問する,不思議だ。身分が低い。粗末だ,つまらない。どうにもならない,満足しない。物足りない,1,古文単語の意味を選ぶ問題
293,251-300,なまめかしげなり,優美な様子だ,のぞき見る,本当に。なるほど,薄情だ。恨めしい,1,古文単語の意味を選ぶ問題
294,251-300,ねぶ,年をとる。成長する,ほとんど。めったに,ひそかだ,行為。法事,1,古文単語の意味を選ぶ問題
295,251-300,はらから,兄弟姉妹,はっきりしている,平凡だ。いい加減だ,お思いになる,1,古文単語の意味を選ぶ問題
296,251-300,ひきつくろふ,身なりを整える,よこす。送ってくる,あれこれと,死ぬ,1,古文単語の意味を選ぶ問題
297,251-300,ふさふ,似合う。ふさわしい,しみじみとした情趣,正しくない。ひねくれている,面倒だ。厄介だ,1,古文単語の意味を選ぶ問題
298,251-300,まかる,退出する。参る,身近だ,病気になる。苦しむ,意地が悪い。口が悪い,1,古文単語の意味を選ぶ問題
299,251-300,みゆ,見える。結婚する,早い。鋭い,褒美を与える。かぶる,浮気っぽくふるまう,1,古文単語の意味を選ぶ問題
300,251-300,むなし,空虚だ。死んでいる,愛情。意向,くやしそうだ,いやだ。不快だ,1,古文単語の意味を選ぶ問題
