ID,Section,Word,Correct Answer,Wrong1,Wrong2,Wrong3,Points
577,5,modest,謙虚な,傲慢な,危険な,無関心な,1
578,5,pure,純粋な,汚れた,危険な,弱い,1
579,5,incredible,信じられない,普通の,退屈な,弱い,1
580,5,quiet,静かな,騒がしい,危険な,忙しい,1
581,5,mental,精神の,身体の,物質的な,一時的な,1
582,5,occur,起こる,止まる,消える,失う,1
583,5,suddenly,突然に,ゆっくり,徐々に,静かに,1
584,5,fortune,財産/幸運,不運,失敗,悲しみ,1
585,6,political,政治の,経済の,文化の,教育の,1
586,6,policy,政策/方針,事故,文化,法律,1
587,6,govern,支配する,従う,反対する,逃げる,1
588,6,government,政府,企業,学校,病院,1
589,6,minister,大臣,市長,教師,医者,1
590,6,mayor,市長,大臣,教師,医者,1
591,6,democracy,民主主義,独裁,戦争,法律,1
592,6,majority,多数派,少数派,国民,政府,1
593,6,minority,少数派,多数派,国民,政府,1
594,6,conservative,保守的な,革新的な,危険な,無関心な,1
595,6,human rights,人権,義務,法律,税金,1
596,6,economy,経済,文化,教育,法律,1
597,6,financial,財政の,文化的な,教育的な,危険な,1
598,6,consume,消費する,保存する,破壊する,輸出する,1
599,6,trade,貿易/取引,戦争,文化,教育,1
600,6,aid,援助する,攻撃する,拒否する,無視する,1
601,6,proper,適切な,不適切な,危険な,無意味な,1
602,6,income,収入,支出,借金,税金,1
603,6,outgo,支出,収入,利益,税金,1
604,6,expenditure,支出,収入,利益,税金,1
605,6,value,価値,価格,損失,無意味,1
606,6,stock,株式/在庫,借金,税金,給与,1
607,6,exchange,交換する,保存する,拒否する,失う,1
608,6,profit,利益,損失,借金,税金,1
609,6,fund,資金,借金,税金,損失,1
610,6,bill,請求書/法案,契約,税金,利益,1
611,6,benefit,利益,損失,危険,事故,1
612,6,culture,文化,法律,経済,政治,1
613,6,cultural background,文化的背景,経済状況,政治制度,教育制度,1
614,6,civilization,文明,戦争,政府,教育,1
615,6,tradition,伝統,革命,法律,経済,1
616,6,custom,社会的習慣/税関,法律,教育,政府,1
617,6,diversity,多様性,単一性,危険,無意味,1
618,6,characterize,特徴づける,隠す,拒否する,失う,1
619,6,typical,典型的な,特殊な,危険な,無意味な,1
620,6,context,文脈/状況,結論,法律,結果,1
621,6,race,民族/人種,宗教,言語,文化,1
622,6,racism,人種差別,平等,文化,教育,1
623,6,ethnic,民族の,経済の,政治の,教育の,1
624,6,native,本来その土地の,外国の,危険な,珍しい,1
625,6,nationality,国籍,言語,宗教,文化,1
626,6,prejudice,先入観,平等,自由,文化,1
627,6,bias,先入観/偏見,公平さ,平等,自由,1
628,6,immigration,（外国からの）移住/入国,旅行,輸出,留学,1
629,6,migration,移住,旅行,輸出,留学,1
630,6,border,国境,都市,文化,宗教,1
631,6,internal,内部の,外部の,危険な,一時的な,1
632,6,identification,身元確認/身分証明,税金,利益,教育,1
633,6,complex,複雑な,単純な,危険な,無意味な,1
634,6,religion,宗教,法律,経済,文化,1
635,6,faith,信仰/信頼,疑い,法律,教育,1
636,6,legend,伝説,事実,法律,教育,1
637,6,predict,予測する,忘れる,拒否する,隠す,1
638,6,foresee,予想する,忘れる,拒否する,隠す,1
639,6,slave,奴隷,王,教師,医者,1
640,6,royal,王室の,庶民の,危険な,無意味な,1
641,6,hierarchy,階層,平等,自由,文化,1
642,6,language,言語,文化,宗教,法律,1
643,6,native language,母語,外国語,文化,宗教,1
644,6,mother tongue,母語,外国語,文化,宗教,1
645,6,linguist,言語学者,教師,医者,政治家,1
646,6,bilingual,バイリンガル,単一言語話者,危険な,無意味な,1
647,6,vocabulary,語彙,文法,発音,文化,1
648,6,translate,翻訳する,削除する,拒否する,隠す,1
649,6,derive,由来する,失う,拒否する,隠す,1
650,6,proverb,ことわざ,法律,小説,契約,1
651,6,dialect,方言,標準語,法律,文化,1
652,6,fluent,流ちょうな,不自由な,危険な,無意味な,1
653,6,Esperanto,エスペラント,英語,中国語,日本語,1
654,6,communicate,伝える/連絡する,隠す,拒否する,失う,1
655,6,express,表現する,隠す,拒否する,失う,1
656,6,chat,おしゃべりする,黙る,拒否する,失う,1
657,6,oral,口頭の,書面の,危険な,無意味な,1
658,6,verbal,言葉の,無言の,危険な,無意味な,1
659,6,nonverbal,言葉を用いない,言葉の,危険な,無意味な,1
660,6,tone,口調,沈黙,文化,法律,1
661,6,reaction,反応,無反応,拒否,失敗,1
662,6,react,反応する,無視する,拒否する,失う,1
663,6,response,反応,沈黙,拒否,失敗,1
664,6,respond,反応する,無視する,拒否する,失う,1
665,6,reflect,反映する,隠す,拒否する,失う,1
666,6,community,地域社会/共同体,政府,企業,学校,1
667,6,individual,個人の/個人,集団,政府,企業,1
668,6,behave,振る舞う,逃げる,拒否する,隠す,1
669,6,notice,気づく/注目する,無視する,失う,隠す,1
670,6,laugh,笑う,泣く,怒る,眠る,1
671,6,laughter,笑い,涙,怒り,沈黙,1
672,6,humor,ユーモア,怒り,悲しみ,沈黙,1
673,6,joke,冗談,事実,法律,契約,1
674,6,construct,建設する,破壊する,拒否する,失う,1
675,6,straight,まっすぐな,曲がった,危険な,複雑な,1
676,6,assist,手伝う,妨害する,拒否する,失う,1
677,6,respect,尊敬する,軽視する,拒否する,失う,1
678,6,quarrel,口論,協力,友情,沈黙,1
679,6,ignore,無視する,助ける,守る,聞く,1
680,6,create,創造する,破壊する,拒否する,失う,1
681,6,creative,創造的な,受動的な,危険な,無意味な,1
682,6,spiritual,精神的な,物質的な,危険な,一時的な,1
683,6,spirit,精神,肉体,法律,文化,1
684,6,inspiration,ひらめき,混乱,失敗,沈黙,1
685,6,inspire,やる気にさせる,落胆させる,拒否する,失う,1
686,,artist,芸術家,科学者,政治家,教師,1
687,7,society,社会,政府,企業,文化,1
688,7,social,社会の,個人的な,経済の,政治の,1
689,7,public,公衆/公共の,個人の,秘密の,家庭の,1
690,7,neighbor,近所の人,家族,先生,同僚,1
691,7,local,地域の,国際的な,個人的な,一時的な,1
692,7,resident,住民,旅行者,教師,患者,1
693,7,citizen,市民,旅行者,教師,観客,1
694,7,volunteer,ボランティア,政治家,教師,医者,1
695,7,welfare,福祉,利益,戦争,文化,1
696,7,aid,援助,攻撃,拒否,無視,1
697,7,charity,慈善,利益,税金,競争,1
698,7,crime,犯罪,正義,平和,教育,1
699,7,criminal,犯罪者/犯罪の,警察,裁判官,教師,1
700,7,violence,暴力,平和,教育,文化,1
701,7,murder,殺人,救助,教育,平和,1
702,7,steal,盗む,与える,貸す,助ける,1
703,7,robbery,強盗,寄付,援助,教育,1
704,7,victim,被害者,加害者,警察,教師,1
705,7,law,法律,犯罪,教育,文化,1
706,7,legal,法律上の,違法な,文化的な,危険な,1
707,7,illegal,違法な,合法な,安全な,文化的な,1
708,7,court,裁判所,学校,病院,市場,1
709,7,judge,裁判官,被告,教師,医者,1
710,7,lawyer,弁護士,裁判官,教師,警察,1
711,7,prison,刑務所,学校,病院,会社,1
712,7,arrest,逮捕する,釈放する,助ける,守る,1
713,7,punishment,罰,報酬,利益,自由,1
714,7,fine,罰金,給料,利益,税金,1
715,7,safety,安全,危険,事故,犯罪,1
716,7,danger,危険,安全,平和,利益,1
717,7,protect,守る,攻撃する,無視する,拒否する,1
718,7,rescue,救助する,攻撃する,拒否する,無視する,1
719,7,emergency,緊急事態,日常,教育,文化,1
720,7,accident,事故,成功,利益,平和,1
721,7,medical,医療の,教育の,政治の,文化の,1
722,7,medicine,薬,毒,食料,教育,1
723,7,patient,患者/忍耐強い,医者,教師,観客,1
724,7,disease,病気,健康,利益,教育,1
725,7,illness,病気,健康,利益,教育,1
726,7,symptom,症状,治療,利益,教育,1
727,7,treat,治療する,攻撃する,拒否する,無視する,1
728,7,cure,治療する,悪化させる,拒否する,無視する,1
729,7,recover,回復する,悪化する,拒否する,失う,1
730,7,operation,手術,授業,会議,利益,1
731,7,nurse,看護師,患者,教師,裁判官,1
732,7,environment,環境,文化,法律,利益,1
733,7,nature,自然,文化,法律,利益,1
734,7,pollution,汚染,清潔,教育,利益,1
735,7,pollute,汚染する,きれいにする,守る,改善する,1
736,7,global warming,地球温暖化,氷河期,教育改革,経済危機,1
737,7,climate,気候,文化,法律,利益,1
738,7,energy,エネルギー,疲労,文化,教育,1
739,7,resource,資源,浪費,教育,文化,1
740,7,recycle,再利用する,捨てる,燃やす,失う,1
741,7,waste,浪費/ごみ,資源,利益,教育,1
742,7,technology,科学技術,文化,法律,教育,1
743,7,device,装置,人,法律,教育,1
744,7,invent,発明する,破壊する,拒否する,失う,1
745,7,invention,発明,破壊,事故,法律,1
746,7,discover,発見する,隠す,失う,拒否する,1
747,7,research,研究,休暇,利益,文化,1
748,7,scientist,科学者,芸術家,教師,政治家,1
749,7,experiment,実験,法律,文化,利益,1
750,7,media,マスメディア,法律,教育,文化,1
751,7,newspaper,新聞,雑誌,テレビ,ラジオ,1
752,7,magazine,雑誌,新聞,テレビ,ラジオ,1
753,7,article,記事,小説,法律,契約,1
754,7,press,報道機関,裁判所,学校,病院,1
755,7,journalist,記者,裁判官,教師,医者,1
756,7,interview,面接/インタビュー,講義,裁判,手術,1
757,7,report,報告する/報告,隠す,拒否する,失う,1
758,7,publish,出版する,削除する,拒否する,隠す,1
759,7,advertisement,広告,記事,法律,教育,1
760,7,commercial,商業の/CM,教育の,法律の,文化の,1
761,7,program,番組/計画,事故,犯罪,教育,1
762,7,broadcast,放送する,削除する,隠す,拒否する,1
763,8,site,場所/用地,文化,法律,利益,1
764,8,frontier,最前線/未開地,中心,文化,法律,1
765,8,division,分割/部門,結合,文化,法律,1
766,8,continent,大陸,島,都市,海,1
767,8,broad,広い,狭い,深い,短い,1
768,8,coast,海岸,山,砂漠,都市,1
769,8,empty,空の,満ちた,狭い,深い,1
770,8,digest,消化する,吸収する,破壊する,拒否する,1
771,8,brush,ブラシ/磨く,削る,壊す,拒否する,1
772,8,sink,沈む,浮く,止まる,走る,1
773,8,alcohol,アルコール,水,空気,油,1
774,8,bitter,苦い,甘い,辛い,酸っぱい,1
775,8,domestic,国内の/家庭の,海外の,危険な,無意味な,1
776,8,violence,暴力,平和,教育,文化,1
777,8,violent,暴力的な,穏やかな,静かな,安全な,1
778,8,divorce,離婚,結婚,契約,教育,1
779,8,similar,似ている,異なる,壊れる,失う,1
780,8,surname,姓,名前,職業,住所,1
781,8,childcare,育児,教育,医療,文化,1
782,8,relative,親戚,友人,同僚,教師,1
783,8,transport,輸送する,保存する,拒否する,失う,1
784,8,vehicle,乗り物,建物,文化,法律,1
785,8,subway,地下鉄,バス,飛行機,船,1
786,8,license,免許,罰金,契約,教育,1
787,8,delay,遅らせる,進める,止める,拒否する,1
788,8,announce,発表する,隠す,拒否する,失う,1
789,8,source,源,結果,文化,法律,1
790,8,truth,真実,嘘,文化,法律,1
791,8,fake,偽物,本物,文化,法律,1
792,8,scientific,科学の,文化の,法律の,教育の,1
793,8,experiment,実験,教育,文化,法律,1
794,8,material,材料,完成品,文化,法律,1
795,8,substance,物質,精神,文化,法律,1
796,8,liquid,液体,固体,気体,文化,1
797,8,burn,燃える,凍る,壊れる,止まる,1
798,8,boil,沸騰する,凍る,冷える,止まる,1
799,8,freeze,凍る,燃える,沸騰する,止まる,1
800,8,environment,環境,文化,法律,利益,1
801,8,protect,守る,攻撃する,拒否する,無視する,1
802,8,protection,保護,攻撃,拒否,無視,1
803,8,pollution,汚染,清潔,文化,法律,1
804,8,plant,植物,動物,鉱物,文化,1
805,8,pick,摘む,捨てる,壊す,拒否する,1
806,8,global,地球規模の,地域の,個人的な,一時的な,1
807,8,globe,地球,月,火星,太陽,1
808,8,oxygen,酸素,二酸化炭素,水素,窒素,1
809,8,carbon dioxide,二酸化炭素,酸素,水素,窒素,1
810,8,absorb,吸収する,放出する,拒否する,失う,1
811,8,pole,極,中心,文化,法律,1
812,8,collect,集める,捨てる,壊す,拒否する,1
813,8,garbage,ごみ,資源,利益,文化,1
814,8,trash,ごみ,資源,利益,文化,1
815,8,waste,浪費/廃棄物,資源,利益,文化,1
816,8,wasteful,無駄な,効率的な,安全な,文化的な,1
817,8,energy,エネルギー,疲労,文化,教育,1
818,8,resource,資源,浪費,文化,法律,1
819,8,fuel,燃料,水,空気,文化,1
820,8,fossil,化石,未来物質,文化,法律,1
821,8,shortage,不足,過剰,文化,法律,1
822,8,solar,太陽の,月の,地球の,星の,1
823,8,radiation,放射線,光,音,文化,1
824,8,ecology,生態学,経済学,心理学,文化,1
825,8,eco-friendly,環境に優しい,有害な,危険な,無意味な,1
826,8,reduce,減らす,増やす,止める,拒否する,1
827,8,reuse,再利用する,捨てる,壊す,拒否する,1
828,8,recycle,再利用する,捨てる,壊す,拒否する,1
829,8,phenomenon,現象,原因,結果,文化,1
830,8,scene,場面,結果,原因,文化,1
831,8,shine,輝く,消える,壊れる,止まる,1
832,8,disaster,災害,成功,利益,文化,1
833,8,typhoon,台風,地震,火山,洪水,1
834,8,earthquake,地震,台風,火山,洪水,1
835,8,cultivate,耕す,破壊する,拒否する,失う,1
836,8,temperature,気温,湿度,文化,法律,1
837,8,climate,気候,文化,法律,利益,1
838,8,mild,穏やかな,激しい,危険な,無意味な,1
839,8,tropical,熱帯の,寒帯の,温帯の,危険な,1
840,8,acid rain,酸性雨,普通の雨,雪,霧,1
841,8,universe,宇宙,地球,月,文化,1
842,8,atmosphere,大気,水,地面,文化,1
843,8,explore,探検する,隠す,拒否する,失う,1
844,8,gravity,重力,光,音,文化,1
845,8,revolve,回転する,止まる,壊れる,消える,1
846,8,revolution,回転/革命,停止,文化,法律,1
847,8,involve,含む,除く,拒否する,失う,1
848,8,mystery,謎,事実,文化,法律,1
849,8,remove,取り除く,加える,拒否する,失う,1
850,8,removal,除去,追加,文化,法律,1
851,8,spacecraft,宇宙船,飛行機,船,車,1
852,8,astronaut,宇宙飛行士,科学者,教師,医者,1
853,8,astronomer,天文学者,科学者,教師,医者,1
854,8,Mars,火星,地球,金星,月,1
779,9,origin,起源,結果,未来,制度,1
780,9,ancestor,祖先,子孫,友人,教師,1
781,9,human,人間,動物,植物,機械,1
782,9,humanity,人類/人間性,動物界,機械化,制度,1
783,9,species,種,文化,制度,民族,1
784,9,instinct,本能,理性,制度,教育,1
785,9,wild,野生の,安全な,穏やかな,家庭の,1
786,9,rare,珍しい,一般的な,頻繁な,普通の,1
787,9,bull,雄牛,羊,馬,犬,1
788,9,cow,雌牛,馬,犬,猫,1
789,9,cattle,牛,羊,犬,猫,1
790,9,insect,昆虫,鳥,魚,植物,1
791,9,mosquito,蚊,蝶,鳥,犬,1
792,9,dolphin,イルカ,サメ,犬,猫,1
793,9,mammal,哺乳類,昆虫,魚,植物,1
794,9,pinpoint,正確に示す,隠す,破壊する,拒否する,1
795,9,tail,しっぽ,頭,羽,足,1
796,9,medical,医療の,教育の,政治の,文化の,1
797,9,medicine,薬,毒,武器,教育,1
798,9,medication,薬,食料,文化,法律,1
799,9,treatment,治療,破壊,拒否,無視,1
800,9,therapy,治療,攻撃,破壊,拒否,1
801,9,heal,治す,壊す,失う,拒否する,1
802,9,tablet,錠剤/タブレット,注射,手術,食事,1
803,9,virus,ウイルス,細菌,薬,食料,1
804,9,vaccine,ワクチン,毒,病気,手術,1
805,9,physical,身体の,精神の,文化の,法律の,1
806,9,physician,医師,看護師,教師,弁護士,1
807,9,surgeon,外科医,教師,弁護士,看護師,1
808,9,aunt,おば,叔父,姉,妹,1
809,9,gauge,計器/尺度,武器,制度,文化,1
810,9,exact,正確な,曖昧な,不明確な,危険な,1
811,9,experience,経験,理論,制度,文化,1
812,9,bury,埋める,掘る,壊す,隠す,1
813,9,worm,虫,鳥,魚,植物,1
814,9,earn,稼ぐ,失う,借りる,壊す,1
815,9,earth,地球,火星,月,太陽,1
816,9,heart,心臓/心,脳,肺,胃,1
817,9,beard,あごひげ,髪,眉毛,爪,1
818,9,dear,親愛なる,冷たい,危険な,無関心な,1
819,9,tear,涙,笑顔,怒り,喜び,1
820,9,crew,乗組員,乗客,観客,教師,1
821,9,sour,酸っぱい,甘い,苦い,辛い,1
822,9,cough,せき,笑い,睡眠,食事,1
823,9,guard,警備員/守る,泥棒,教師,医者,1
824,9,regular,定期的な,不規則な,危険な,珍しい,1
825,9,wrap,包む,開く,壊す,捨てる,1
826,9,column,柱/コラム,壁,床,屋根,1
827,9,debt,借金,利益,給料,貯金,1
828,9,bath,入浴,睡眠,食事,運動,1
829,9,bathe,入浴する,食べる,壊す,拒否する,1
830,9,breath,呼吸,睡眠,食事,怒り,1
831,9,breathe,呼吸する,停止する,壊す,拒否する,1
832,9,smooth,滑らかな,粗い,硬い,危険な,1
833,9,method,方法,結果,制度,文化,1
834,9,mathematics,数学,科学,歴史,芸術,1
835,9,arithmetic,算数,歴史,文学,芸術,1
836,9,chill,寒気,熱気,喜び,怒り,1
837,9,chore,雑用,休暇,旅行,祝日,1
838,9,chimney,煙突,窓,床,壁,1
839,9,cheer,元気づける,落胆させる,拒否する,壊す,1
840,9,chase,追いかける,逃げる,止まる,壊す,1
841,9,chew,かむ,飲む,捨てる,壊す,1
842,9,chorus,合唱,独奏,演説,会議,1
843,9,scholar,学者,医者,教師,弁護士,1
844,9,psychology,心理学,物理学,数学,経済学,1
845,9,orchestra,オーケストラ,映画,演劇,会議,1
846,9,loose,ゆるい,固い,狭い,危険な,1
847,9,precise,正確な,曖昧な,危険な,珍しい,1
848,9,possess,所有する,失う,壊す,拒否する,1
849,9,scissors,はさみ,ナイフ,ペン,鉛筆,1
850,9,muscle,筋肉,骨,血液,神経,1
851,9,pressure,圧力,自由,平和,文化,1
852,9,passion,情熱,無関心,退屈,恐怖,1
853,9,mission,使命,失敗,事故,制度,1
854,9,leisure,余暇,仕事,義務,危険,1
855,9,casual,何気ない/カジュアルな,正式な,危険な,珍しい,1
856,9,vision,視力/未来像,聴覚,記憶,制度,1
857,9,visual,視覚の,聴覚の,危険な,珍しい,1
858,9,import,輸入する,輸出する,拒否する,失う,1
859,9,export,輸出する,輸入する,拒否する,失う,1
860,9,conduct,行う/導く,停止する,拒否する,失う,1
861,9,produce,生産する,破壊する,失う,拒否する,1
862,9,protest,抗議する,賛成する,拒否する,失う,1
863,9,project,計画,事故,制度,文化,1
864,9,challenge,挑戦,失敗,事故,制度,1
865,9,challenging,やりがいのある,簡単な,危険な,無意味な,1
866,9,interview,面接,試験,会議,授業,1
867,9,comment,コメント,沈黙,拒否,失敗,1
868,9,support,支援する,妨害する,拒否する,失う,1
869,9,exit,出口,入口,窓,壁,1
870,9,display,展示する,隠す,拒否する,失う,1
871,9,calendar,カレンダー,時計,地図,辞書,1
872,9,European,ヨーロッパの,?洲の,アフリカの,南米の,1
873,9,violin,バイオリン,ピアノ,ギター,太鼓,1
874,9,kangaroo,カンガルー,ライオン,犬,猫,1
875,9,volunteer,ボランティア,政治家,教師,医者,1
876,9,umbrella,傘,帽子,靴,手袋,1
877,9,racket,ラケット,ボール,ネット,靴,1
878,9,coffee,コーヒー,紅茶,水,牛乳,1
879,9,pattern,パターン,事故,制度,文化,1
880,9,volume,量/巻,重量,高さ,距離,1
881,9,standard,基準,例外,事故,文化,1
882,9,modern,現代の,古代の,危険な,珍しい,1
883,9,private,個人的な,公共の,危険な,珍しい,1
884,9,career,職業/経歴,趣味,事故,文化,1
885,9,elite,エリート,初心者,失敗者,観客,1
886,9,technique,技術,失敗,事故,文化,1
887,9,technology,科学技術,文化,法律,教育,1
888,9,remote,遠く離れた,近い,危険な,珍しい,1
889,9,barometer,気圧計,温度計,時計,辞書,1
890,9,ceremony,式典,事故,戦争,授業,1
891,9,horizon,地平線,山頂,海底,森林,1
892,9,accept,受け入れる,拒否する,失う,壊す,1
893,9,acceptance,受け入れ,拒否,失敗,事故,1
894,9,destroy,破壊する,守る,助ける,保存する,1
895,9,committee,委員会,会社,学校,病院,1
896,9,surface,表面,内部,中心,底,1
897,9,routine,日課,休暇,事故,祭り,1
898,9,severe,厳しい,優しい,穏やかな,安全な,1
899,9,canal,運河,山,森,砂漠,1
900,9,absurd,ばかげた,合理的な,普通の,危険な,1
901,9,descendant,子孫,祖先,友人,教師,1
902,9,advertisement,広告,記事,法律,教育,1
903,9,marvelous,素晴らしい,ひどい,危険な,普通の,1
904,9,product,製品,事故,文化,制度,1
905,9,release,発売する,隠す,拒否する,失う,1
906,9,purchase,購入する,売る,捨てる,失う,1
907,9,target,対象,結果,事故,文化,1
908,9,mark,印/点数,空白,事故,文化,1
909,9,promote,促進する,妨害する,拒否する,失う,1
910,9,market,市場,学校,病院,裁判所,1
911,9,priceless,非常に貴重な,安い,普通の,危険な,1
912,9,triangle,三角形,四角形,円,直線,1
913,10,fashion,流行/方法,法律,事故,文化,1
914,10,air,空気/雰囲気,水,地面,火,1
915,10,attention,注意,無視,睡眠,休暇,1
916,10,fruit,果物/成果,野菜,肉,飲み物,1
917,10,fast,速い/断食する,遅い,休む,食べる,1
918,10,gift,贈り物/才能,借金,罰,義務,1
919,10,just,ちょうど/公平な,不公平な,遅い,危険な,1
920,10,life,人生/生命,死,事故,制度,1
921,10,people,人々/国民,動物,機械,植物,1
922,10,place,場所/置く,壊す,失う,拒否する,1
923,10,point,点/要点,面,事故,制度,1
924,10,stage,舞台/段階,観客,事故,制度,1
925,10,room,部屋/余地,屋根,壁,床,1
926,10,story,物語/階,詩,事故,制度,1
927,10,patient,患者/忍耐強い,医者,教師,弁護士,1
928,10,pay,支払う/値する,受け取る,壊す,拒否する,1
929,10,time,時間/回数,空間,事故,制度,1
930,10,back,背中/戻る,前,横,停止する,1
931,10,being,存在/生物,機械,制度,文化,1
932,10,break,壊す/休憩,作る,続ける,守る,1
933,10,bar,棒/酒場,学校,病院,市場,1
934,10,case,場合/事件,結果,事故,制度,1
935,10,content,内容/満足した,空白,事故,制度,1
936,10,end,終わり/目的,始まり,事故,制度,1
937,10,fair,公平な/かなりの,不公平な,危険な,珍しい,1
938,10,forward,前方へ/促進する,後退する,停止する,拒否する,1
939,10,game,ゲーム/獲物,映画,事故,制度,1
940,10,key,鍵/重要な,扉,窓,壁,1
941,10,last,最後の/続く,最初の,停止する,失う,1
942,10,reason,理由/理性,感情,事故,制度,1
943,10,rest,休息/残り,仕事,全部,開始,1
944,10,soul,魂/人,機械,制度,文化,1
945,10,spring,春/跳ぶ/泉,冬,夏,秋,1
946,10,store,店/蓄える,壊す,失う,拒否する,1
947,10,swallow,飲み込む/ツバメ,吐く,壊す,拒否する,1
948,10,meet,会う/満たす,避ける,壊す,拒否する,1
949,10,nature,自然/性質,制度,法律,文化,1
950,10,natural,自然の/当然の,人工的な,危険な,珍しい,1
951,10,note,メモ/気づく,忘れる,壊す,拒否する,1
952,10,odd,奇妙な/奇数の,普通の,偶数の,安全な,1
953,10,train,列車/訓練する,飛行機,停止する,拒否する,1
954,10,word,言葉/約束,沈黙,事故,制度,1
955,10,hand,手/渡す,足,頭,壊す,1
956,10,rock,岩/揺らす,水,木,空気,1
957,10,company,会社/仲間,学校,病院,裁判所,1
958,10,control,支配する/管理,放置する,拒否する,失う,1
959,10,fine,元気な/罰金,病気,失敗,事故,1
960,10,period,期間/句点,空間,事故,制度,1
961,10,realize,気づく/実現する,忘れる,壊す,拒否する,1
962,10,run,走る/経営する,止まる,壊す,拒否する,1
963,10,service,サービス/勤務,失礼,事故,制度,1
964,10,party,政党/パーティー,学校,病院,裁判所,1
965,10,way,方法/道,壁,事故,制度,1
966,10,work,働く/作品,休む,壊す,拒否する,1
967,10,arrange,整える/取り決める,壊す,拒否する,失う,1
968,10,direction,方向/指示,停止,事故,制度,1
969,10,cover,覆う/取材する,開く,壊す,拒否する,1
970,10,sense,感覚/意味,無感覚,事故,制度,1
971,10,sign,印/兆候/署名,空白,事故,制度,1
972,10,survive,生き残る,消える,壊す,拒否する,1
973,10,maintain,維持する/主張する,壊す,拒否する,失う,1
974,10,matter,問題/重要である,無意味,事故,制度,1
975,10,observe,観察する/守る,無視する,壊す,拒否する,1
976,10,term,期間/用語,瞬間,事故,制度,1
977,10,capital,首都/資本/大文字,地方,事故,制度,1
978,10,charge,請求する/充電する,無料にする,壊す,拒否する,1
979,10,state,州/状態/述べる,都市,事故,制度,1
980,10,line,列/線/セリフ,点,事故,制度,1
981,10,manner,方法/態度,事故,制度,文化,1
982,10,minute,分/非常に小さい,時間停止,巨大な,危険な,1
983,10,order,注文/順序/命令,混乱,事故,制度,1
984,11,onion,玉ねぎ,にんじん,じゃがいも,トマト,1
985,11,oven,オーブン,冷蔵庫,電子レンジ,皿,1
986,11,glove,手袋,帽子,靴,靴下,1
987,11,dozen,12個,10個,20個,100個,1
988,11,comfort,快適さ/慰める,苦痛,怒り,不安,1
989,11,image,イメージ,歯,耳,鼻,1
990,11,tunnel,トンネル,橋,道路,駅,1
991,11,woman,女性,男性,子供,教師,1
992,11,wool,羊毛,綿,絹,革,1
993,11,hood,フード/覆い,靴,帽子,手袋,1
994,11,major,主要な/専攻する,小さい,無意味な,危険な,1
995,11,ancient,古代の,現代の,未来の,危険な,1
996,11,Asia,アジア,ヨーロッパ,アフリカ,南米,1
997,11,great,偉大な,小さい,弱い,危険な,1
998,11,steak,ステーキ,魚,野菜,果物,1
999,11,apron,エプロン,帽子,靴,手袋,1
1000,11,ghost,幽霊,人間,動物,機械,1
1001,11,guide,案内する/案内人,迷わせる,拒否する,失う,1
1002,11,height,高さ,重さ,幅,長さ,1
1003,11,FALSE,誤った,正しい,危険な,珍しい,1
1004,11,daughter,娘,息子,母,父,1
1005,11,son,息子,娘,父,母,1
